"Plan","Priority","Status"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","3 - Low","Untested"
"Journals - 2020-Aug Regression","3 - Low","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","3 - Low","Untested"
"Journals - 2020-Aug Regression","3 - Low","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Known Issue"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","0 - Critical","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Failed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Failed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
